date,time,temp,hum
2021 10 16,2:04:29,29.8,87.7
2021 10 16,2:04:49,29.8,87.8
2021 10 16,2:05:05,29.8,87.8
2021 10 16,2:05:20,29.8,87.8
2021 10 16,2:05:36,29.8,87.8
2021 10 16,2:05:51,29.8,87.8
2021 10 16,2:06:07,29.8,87.8
2021 10 16,2:06:30,29.8,87.8
2021 10 16,2:06:48,29.8,87.8
2021 10 16,2:07:04,29.8,87.8
2021 10 16,2:07:19,29.8,87.8
2021 10 16,2:07:40,29.8,87.8
2021 10 16,2:07:58,29.8,87.9
2021 10 16,2:08:13,29.8,87.9
2021 10 16,2:08:31,29.8,87.9
2021 10 16,2:08:57,29.8,87.8
2021 10 16,2:09:13,29.8,87.8
2021 10 16,2:09:28,29.8,87.8
2021 10 16,2:09:44,29.8,87.9
2021 10 16,2:10:07,29.8,87.9
2021 10 16,2:10:27,29.8,87.9
2021 10 16,2:10:43,29.8,87.9
2021 10 16,2:10:58,29.8,87.9
2021 10 16,2:11:14,29.8,87.9
2021 10 16,2:11:32,29.8,87.9
2021 10 16,2:11:48,29.8,87.9
2021 10 16,2:12:06,29.8,87.9
2021 10 16,2:12:21,29.8,87.9
2021 10 16,2:12:37,29.9,88.1
2021 10 16,2:12:55,29.8,87.9
2021 10 16,2:13:20,29.8,87.9
2021 10 16,2:13:44,29.8,87.9
2021 10 16,2:13:59,29.8,87.9
2021 10 16,2:14:17,29.8,88
2021 10 16,2:14:33,29.8,88
2021 10 16,2:14:51,29.8,88
2021 10 16,2:15:14,29.8,88
2021 10 16,2:15:29,29.8,88.1
2021 10 16,2:15:45,29.8,88
2021 10 16,2:16:03,29.8,88
2021 10 16,2:16:19,29.8,88
2021 10 16,2:16:34,29.8,88
2021 10 16,2:16:50,29.8,88
2021 10 16,2:17:05,29.8,88
2021 10 16,2:17:23,29.8,87.9
2021 10 16,2:17:39,29.8,87.9
2021 10 16,2:17:54,29.8,88
2021 10 16,2:18:10,29.8,88
2021 10 16,2:18:28,29.8,88
2021 10 16,2:18:44,29.8,88
2021 10 16,2:18:59,29.8,88
2021 10 16,2:19:15,29.8,88
2021 10 16,2:19:30,29.8,88
2021 10 16,2:19:46,29.8,88.1
2021 10 16,2:20:09,29.8,88
2021 10 16,2:20:29,29.8,88.1
2021 10 16,2:20:48,29.8,88
2021 10 16,2:21:03,29.8,88
2021 10 16,2:21:19,29.8,88
2021 10 16,2:21:34,29.8,88.1
2021 10 16,2:21:52,29.8,88
2021 10 16,2:22:10,29.8,88.1
2021 10 16,2:22:26,29.8,88.1
2021 10 16,2:22:41,29.8,88.1
2021 10 16,2:22:59,29.8,88.1
2021 10 16,2:23:18,29.8,88.1
2021 10 16,2:23:33,29.8,88.1
2021 10 16,2:23:49,29.8,88.1
2021 10 16,2:24:07,29.8,88.1
2021 10 16,2:24:22,29.8,88.1
2021 10 16,2:24:38,29.8,88.1
2021 10 16,2:24:58,29.8,88.1
2021 10 16,2:25:14,29.8,88.1
2021 10 16,2:25:29,29.8,88.2
2021 10 16,2:25:45,29.8,88.2
2021 10 16,2:26:00,29.8,88.1
2021 10 16,2:26:16,29.8,88.1
2021 10 16,2:26:32,29.8,88.2
2021 10 16,2:26:47,29.8,88.2
2021 10 16,2:27:03,29.8,88.2
2021 10 16,2:27:21,29.8,88.2
2021 10 16,2:27:36,29.8,88.2
2021 10 16,2:27:52,29.8,88.2
2021 10 16,2:28:15,29.8,88.2
2021 10 16,2:28:35,29.7,88.2
2021 10 16,2:29:09,29.8,88.4
2021 10 16,2:29:24,29.8,88.4
2021 10 16,2:29:45,29.7,88.3
2021 10 16,2:30:00,29.8,88.4
2021 10 16,2:30:16,29.7,88.3
2021 10 16,2:30:42,29.7,88.5
2021 10 16,2:31:05,29.7,88.5
2021 10 16,2:31:28,29.7,88.5
2021 10 16,2:31:43,29.7,88.5
2021 10 16,2:32:12,29.7,88.7
2021 10 16,2:32:27,29.7,88.7
2021 10 16,2:32:43,29.7,88.7
2021 10 16,2:32:58,29.7,88.7
2021 10 16,2:33:14,29.7,88.7
2021 10 16,2:33:34,29.7,88.8
2021 10 16,2:34:03,29.7,88.8
2021 10 16,2:34:18,29.7,88.8
2021 10 16,2:34:34,29.7,88.8
2021 10 16,2:34:54,29.7,88.8
2021 10 16,2:35:10,29.7,88.8
2021 10 16,2:35:25,29.7,88.9
2021 10 16,2:35:46,29.7,88.9
2021 10 16,2:36:01,29.6,88.8
2021 10 16,2:36:17,29.7,88.9
2021 10 16,2:36:33,29.7,88.9
2021 10 16,2:36:48,29.7,89
2021 10 16,2:37:06,29.7,89
2021 10 16,2:37:24,29.7,89
2021 10 16,2:37:42,29.6,89
2021 10 16,2:37:58,29.7,89.1
2021 10 16,2:38:23,29.7,89.1
2021 10 16,2:38:39,29.7,89.1
2021 10 16,2:38:57,29.6,89
2021 10 16,2:39:13,29.6,89
2021 10 16,2:39:28,29.6,89
2021 10 16,2:39:44,29.6,89.1
2021 10 16,2:39:59,29.6,89.1
2021 10 16,2:40:17,29.7,89.2
2021 10 16,2:40:35,29.6,89.1
2021 10 16,2:41:01,29.6,89.1
2021 10 16,2:41:17,29.6,89.1
2021 10 16,2:41:32,29.6,89.1
2021 10 16,2:41:50,29.6,89.2
2021 10 16,2:42:18,29.6,89.1
2021 10 16,2:42:36,29.6,89.1
2021 10 16,2:42:52,29.6,89.4
2021 10 16,2:43:35,29.6,89.1
2021 10 16,2:43:51,29.6,89.1
2021 10 16,2:44:12,29.6,89.2
2021 10 16,2:44:40,29.6,89.1
2021 10 16,2:44:55,29.6,89.1
2021 10 16,2:45:13,29.6,89.2
2021 10 16,2:45:29,29.6,89.2
2021 10 16,2:45:44,29.6,89.3
2021 10 16,2:46:00,29.6,89.2
2021 10 16,2:46:18,29.6,89.3
2021 10 16,2:46:41,29.6,89.3
2021 10 16,2:46:59,29.6,89.3
2021 10 16,2:47:17,29.6,89.3
2021 10 16,2:47:35,29.7,89.4
2021 10 16,2:47:51,29.6,89.3
2021 10 16,2:48:09,29.6,89.4
2021 10 16,2:48:24,29.6,89.4
2021 10 16,2:48:40,29.6,89.4
2021 10 16,2:48:56,29.6,89.4
2021 10 16,2:49:11,29.6,89.4
2021 10 16,2:49:27,29.6,89.5
2021 10 16,2:49:42,29.6,89.5
2021 10 16,2:50:03,29.6,89.6
2021 10 16,2:50:21,29.6,89.6
2021 10 16,2:50:39,29.6,89.6
2021 10 16,2:50:57,29.6,89.6
2021 10 16,2:51:23,29.6,89.7
2021 10 16,2:51:38,29.6,90.1
2021 10 16,2:51:59,29.6,89.7
2021 10 16,2:52:17,29.6,89.7
2021 10 16,2:52:32,29.6,90
2021 10 16,2:52:50,29.6,89.8
2021 10 16,2:53:06,29.6,89.9
2021 10 16,2:53:32,29.6,89.9
2021 10 16,2:54:05,29.6,89.8
2021 10 16,2:54:20,29.6,89.8
2021 10 16,2:54:41,29.6,90
2021 10 16,2:54:57,29.6,90
2021 10 16,2:55:12,29.5,89.9
2021 10 16,2:55:28,29.6,90
2021 10 16,2:55:46,29.5,90
2021 10 16,2:56:01,29.6,90
2021 10 16,2:56:17,29.5,90
2021 10 16,2:56:32,29.5,90
2021 10 16,2:56:48,29.5,90
2021 10 16,2:57:03,29.5,90
2021 10 16,2:57:21,29.5,90
2021 10 16,2:57:37,29.5,90
2021 10 16,2:57:53,29.5,90
2021 10 16,2:58:08,29.5,90
2021 10 16,2:58:24,29.5,90
2021 10 16,2:58:39,29.5,90
2021 10 16,2:58:57,29.5,90.1
2021 10 16,2:59:13,29.5,90
2021 10 16,2:59:28,29.5,90.1
2021 10 16,2:59:44,29.5,90.1
2021 10 16,2:59:59,29.5,90.1
2021 10 16,3:00:15,29.5,90.1
2021 10 16,3:00:30,29.5,90.1
2021 10 16,3:00:46,29.5,90.1
2021 10 16,3:01:01,29.5,90.1
2021 10 16,3:01:20,29.5,90.1
2021 10 16,3:01:35,29.5,90.1
2021 10 16,3:01:51,29.5,90.1
2021 10 16,3:02:06,29.5,90.1
2021 10 16,3:02:22,29.5,90.1
2021 10 16,3:02:37,29.5,90.1
2021 10 16,3:02:53,29.5,90.1
2021 10 16,3:03:11,29.5,90.1
2021 10 16,3:03:26,29.5,90.1
2021 10 16,3:03:42,29.5,90.1
2021 10 16,3:03:57,29.5,90.1
2021 10 16,3:04:13,29.5,90.2
2021 10 16,3:04:29,29.5,90.2
2021 10 16,3:04:44,29.5,90.2
2021 10 16,3:05:00,29.5,90.2
2021 10 16,3:05:15,29.5,90.2
2021 10 16,3:05:31,29.5,90.2
2021 10 16,3:05:46,29.5,90.2
2021 10 16,3:06:02,29.5,90.2
2021 10 16,3:06:17,29.5,90.2
2021 10 16,3:06:33,29.5,90.2
2021 10 16,3:06:48,29.5,90.2
2021 10 16,3:07:04,29.5,90.2
2021 10 16,3:07:19,29.5,90.2
2021 10 16,3:07:38,29.5,90.2
2021 10 16,3:07:53,29.5,90.2
2021 10 16,3:08:09,29.5,90.2
2021 10 16,3:08:27,29.5,90.2
2021 10 16,3:08:47,29.5,90.2
2021 10 16,3:09:03,29.5,90.2
2021 10 16,3:09:18,29.5,90.2
2021 10 16,3:09:34,29.5,90.2
2021 10 16,3:09:49,29.5,90.2
2021 10 16,3:10:05,29.5,90.2
2021 10 16,3:10:21,29.5,90.2
2021 10 16,3:10:36,29.5,90.2
2021 10 16,3:10:52,29.5,90.2
2021 10 16,3:11:07,29.5,90.2
2021 10 16,3:11:25,29.5,90.2
2021 10 16,3:11:41,29.5,90.2
2021 10 16,3:12:01,29.5,90.2
2021 10 16,3:12:17,29.5,90.2
2021 10 16,3:12:32,29.5,90.2
2021 10 16,3:12:48,29.5,90.2
2021 10 16,3:13:04,29.5,90.2
2021 10 16,3:13:22,29.5,90.2
2021 10 16,3:13:37,29.5,90.2
2021 10 16,3:13:53,29.5,90.2
2021 10 16,3:14:08,29.5,90.2
2021 10 16,3:14:29,29.5,90.2
2021 10 16,3:14:44,29.4,90.2
2021 10 16,3:15:00,29.5,90.2
2021 10 16,3:15:15,29.5,90.2
2021 10 16,3:15:31,29.4,90.2
2021 10 16,3:15:54,29.5,90.2
2021 10 16,3:16:10,29.4,90.2
2021 10 16,3:16:25,29.5,90.2
2021 10 16,3:16:41,29.5,90.3
2021 10 16,3:16:56,29.4,90.2
2021 10 16,3:17:12,29.5,90.3
2021 10 16,3:17:27,29.4,90.2
2021 10 16,3:17:50,29.5,90.3
2021 10 16,3:18:09,29.5,90.3
2021 10 16,3:18:24,29.4,90.2
2021 10 16,3:18:40,29.4,90.2
2021 10 16,3:18:55,29.4,90.2
2021 10 16,3:19:11,29.4,90.2
2021 10 16,3:19:26,29.4,90.2
2021 10 16,3:19:44,29.4,90.3
2021 10 16,3:20:00,29.4,90.3
2021 10 16,3:20:15,29.4,90.3
2021 10 16,3:20:31,29.5,90.3
2021 10 16,3:20:46,29.4,90.3
2021 10 16,3:21:02,29.4,90.3
2021 10 16,3:21:17,29.4,90.3
2021 10 16,3:21:33,29.4,90.3
2021 10 16,3:21:49,29.4,90.3
2021 10 16,3:22:04,29.4,90.3
2021 10 16,3:22:20,29.4,90.3
2021 10 16,3:22:35,29.4,90.3
2021 10 16,3:22:53,29.4,90.3
2021 10 16,3:23:09,29.4,90.3
2021 10 16,3:23:24,29.4,90.3
2021 10 16,3:23:40,29.4,90.3
2021 10 16,3:23:55,29.4,90.3
2021 10 16,3:24:11,29.4,90.3
2021 10 16,3:24:26,29.4,90.3
2021 10 16,3:24:45,29.4,90.3
2021 10 16,3:25:00,29.4,90.3
2021 10 16,3:25:16,29.4,90.4
2021 10 16,3:25:36,29.4,90.4
2021 10 16,3:25:52,29.4,90.4
2021 10 16,3:26:07,29.4,90.4
2021 10 16,3:26:23,29.4,90.4
2021 10 16,3:26:38,29.4,90.3
2021 10 16,3:26:54,29.4,90.3
2021 10 16,3:27:12,29.4,90.4
2021 10 16,3:27:28,29.4,90.4
2021 10 16,3:27:43,29.4,90.4
2021 10 16,3:27:59,29.4,90.4
2021 10 16,3:28:14,29.4,90.3
2021 10 16,3:28:30,29.4,90.3
2021 10 16,3:28:45,29.4,90.3
2021 10 16,3:29:01,29.4,90.3
2021 10 16,3:29:16,29.4,90.3
2021 10 16,3:29:34,29.3,90.3
2021 10 16,3:29:50,29.3,90.3
2021 10 16,3:30:05,29.3,90.3
2021 10 16,3:30:21,29.3,90.3
2021 10 16,3:30:37,29.4,90.3
2021 10 16,3:30:55,29.3,90.3
2021 10 16,3:31:18,29.3,90.3
2021 10 16,3:31:33,29.3,90.3
2021 10 16,3:31:51,29.3,90.3
2021 10 16,3:32:07,29.3,90.3
2021 10 16,3:32:22,29.3,90.3
2021 10 16,3:32:38,29.3,90.4
2021 10 16,3:32:53,29.3,90.4
2021 10 16,3:33:09,29.3,90.4
2021 10 16,3:33:25,29.3,90.4
2021 10 16,3:33:40,29.3,90.4
2021 10 16,3:33:56,29.3,90.4
2021 10 16,3:34:11,29.3,90.4
2021 10 16,3:34:32,29.3,90.4
2021 10 16,3:34:47,29.3,90.3
2021 10 16,3:35:03,29.3,90.3
2021 10 16,3:35:18,29.3,90.4
2021 10 16,3:35:34,29.3,90.4
2021 10 16,3:35:49,29.3,90.4
2021 10 16,3:36:05,29.3,90.4
2021 10 16,3:36:20,29.3,90.4
2021 10 16,3:36:36,29.3,90.4
2021 10 16,3:36:52,29.3,90.4
2021 10 16,3:37:07,29.3,90.4
2021 10 16,3:37:23,29.3,90.4
2021 10 16,3:37:38,29.3,90.4
2021 10 16,3:37:54,29.3,90.4
2021 10 16,3:38:09,29.3,90.4
2021 10 16,3:38:25,29.3,90.4
2021 10 16,3:38:40,29.3,90.4
2021 10 16,3:38:56,29.3,90.4
2021 10 16,3:39:11,29.3,90.4
2021 10 16,3:39:27,29.3,90.4
2021 10 16,3:39:42,29.3,90.4
2021 10 16,3:39:58,29.3,90.4
2021 10 16,3:40:14,29.3,90.4
2021 10 16,3:40:29,29.3,90.4
2021 10 16,3:40:45,29.3,90.4
2021 10 16,3:41:00,29.3,90.4
2021 10 16,3:41:16,29.3,90.5
2021 10 16,3:41:31,29.3,90.4
2021 10 16,3:41:47,29.3,90.4
2021 10 16,3:42:02,29.3,90.5
2021 10 16,3:42:18,29.3,90.4
2021 10 16,3:42:33,29.3,90.5
2021 10 16,3:42:51,29.3,90.5
2021 10 16,3:43:07,29.3,90.5
2021 10 16,3:43:23,29.3,90.4
2021 10 16,3:43:38,29.3,90.4
2021 10 16,3:43:54,29.3,90.4
2021 10 16,3:44:09,29.3,90.4
2021 10 16,3:44:25,29.3,90.4
2021 10 16,3:44:43,29.3,90.5
2021 10 16,3:44:58,29.3,90.5
2021 10 16,3:45:14,29.3,90.4
2021 10 16,3:45:29,29.3,90.4
2021 10 16,3:45:45,29.3,90.4
2021 10 16,3:46:00,29.3,90.4
2021 10 16,3:46:16,29.3,90.4
2021 10 16,3:46:32,29.3,90.4
2021 10 16,3:46:47,29.3,90.4
2021 10 16,3:47:03,29.3,90.5
2021 10 16,3:47:18,29.3,90.4
2021 10 16,3:47:34,29.3,90.5
2021 10 16,3:47:49,29.3,90.5
2021 10 16,3:48:05,29.3,90.5
2021 10 16,3:48:20,29.3,90.5
2021 10 16,3:48:36,29.3,90.5
2021 10 16,3:48:51,29.3,90.5
2021 10 16,3:49:07,29.3,90.5
2021 10 16,3:49:22,29.3,90.5
2021 10 16,3:49:38,29.3,90.5
2021 10 16,3:49:54,29.3,90.5
2021 10 16,3:50:09,29.3,90.5
2021 10 16,3:50:25,29.3,90.5
2021 10 16,3:50:40,29.3,90.5
2021 10 16,3:50:56,29.3,90.5
2021 10 16,3:51:11,29.3,90.5
2021 10 16,3:51:27,29.3,90.5
2021 10 16,3:51:42,29.3,90.5
2021 10 16,3:51:58,29.3,90.5
2021 10 16,3:52:13,29.3,90.5
2021 10 16,3:52:29,29.3,90.5
2021 10 16,3:52:44,29.3,90.5
2021 10 16,3:53:00,29.3,90.5
2021 10 16,3:53:16,29.3,90.5
2021 10 16,3:53:31,29.3,90.5
2021 10 16,3:53:47,29.3,90.5
2021 10 16,3:54:02,29.3,90.5
2021 10 16,3:54:18,29.2,90.5
2021 10 16,3:54:33,29.3,90.5
2021 10 16,3:54:49,29.3,90.5
2021 10 16,3:55:04,29.3,90.5
2021 10 16,3:55:22,29.3,90.5
2021 10 16,3:55:38,29.3,90.5
2021 10 16,3:55:56,29.3,90.5
2021 10 16,3:56:11,29.3,90.5
2021 10 16,3:56:27,29.3,90.5
2021 10 16,3:56:45,29.3,90.5
2021 10 16,3:57:06,29.3,90.5
2021 10 16,3:57:21,29.3,90.5
2021 10 16,3:57:37,29.3,90.5
2021 10 16,3:57:52,29.3,90.6
2021 10 16,3:58:08,29.3,90.6
2021 10 16,3:58:23,29.3,90.6
2021 10 16,3:58:41,29.3,90.6
2021 10 16,3:58:57,29.3,90.6
2021 10 16,3:59:13,29.3,90.6
2021 10 16,3:59:28,29.3,90.6
2021 10 16,3:59:44,29.3,90.6
2021 10 16,4:00:02,29.3,90.6
2021 10 16,4:00:17,29.3,90.6
2021 10 16,4:00:33,29.3,90.6
2021 10 16,4:00:48,29.3,90.6
2021 10 16,4:01:04,29.3,90.6
2021 10 16,4:01:22,29.3,90.6
2021 10 16,4:01:37,29.3,90.6
2021 10 16,4:01:55,29.3,90.6
2021 10 16,4:02:14,29.3,90.6
2021 10 16,4:02:29,29.3,90.6
2021 10 16,4:02:45,29.3,90.6
2021 10 16,4:03:00,29.3,90.6
2021 10 16,4:03:16,29.3,90.6
2021 10 16,4:03:31,29.3,90.6
2021 10 16,4:03:47,29.3,90.6
2021 10 16,4:04:02,29.3,90.6
2021 10 16,4:04:18,29.3,90.6
2021 10 16,4:04:33,29.3,90.6
2021 10 16,4:04:49,29.3,90.6
2021 10 16,4:05:04,29.3,90.6
2021 10 16,4:05:20,29.3,90.6
2021 10 16,4:05:36,29.3,90.6
2021 10 16,4:05:51,29.2,90.5
2021 10 16,4:06:07,29.3,90.6
2021 10 16,4:06:22,29.3,90.5
2021 10 16,4:06:38,29.3,90.6
2021 10 16,4:06:53,29.3,90.6
2021 10 16,4:07:09,29.2,90.5
2021 10 16,4:07:24,29.3,90.5
2021 10 16,4:07:40,29.3,90.5
2021 10 16,4:07:55,29.3,90.5
2021 10 16,4:08:11,29.2,90.4
2021 10 16,4:08:26,29.2,90.5
2021 10 16,4:08:42,29.3,90.5
2021 10 16,4:09:00,29.3,90.5
2021 10 16,4:09:16,29.2,90.5
2021 10 16,4:09:34,29.3,90.5
2021 10 16,4:09:49,29.2,90.5
2021 10 16,4:10:05,29.3,90.5
2021 10 16,4:10:20,29.3,90.5
2021 10 16,4:10:36,29.3,90.6
2021 10 16,4:10:51,29.2,90.5
2021 10 16,4:11:12,29.2,90.5
2021 10 16,4:11:28,29.2,90.5
2021 10 16,4:11:43,29.2,90.5
2021 10 16,4:11:59,29.2,90.5
2021 10 16,4:12:14,29.2,90.5
2021 10 16,4:12:32,29.3,90.6
2021 10 16,4:12:48,29.2,90.5
2021 10 16,4:13:03,29.2,90.5
2021 10 16,4:13:19,29.2,90.5
2021 10 16,4:13:34,29.2,90.5
2021 10 16,4:13:50,29.2,90.5
2021 10 16,4:14:05,29.2,90.5
2021 10 16,4:14:21,29.3,90.6
2021 10 16,4:14:37,29.2,90.5
2021 10 16,4:14:52,29.2,90.5
2021 10 16,4:15:08,29.3,90.6
2021 10 16,4:15:26,29.3,90.6
2021 10 16,4:15:41,29.2,90.5
2021 10 16,4:15:57,29.2,90.5
2021 10 16,4:16:12,29.3,90.6
2021 10 16,4:16:28,29.2,90.5
2021 10 16,4:16:43,29.2,90.5
2021 10 16,4:17:01,29.3,90.5
2021 10 16,4:17:17,29.2,90.5
2021 10 16,4:17:32,29.3,90.5
2021 10 16,4:17:48,29.2,90.5
2021 10 16,4:18:04,29.2,90.5
2021 10 16,4:18:19,29.2,90.5
2021 10 16,4:18:35,29.2,90.5
2021 10 16,4:18:50,29.3,90.5
2021 10 16,4:19:08,29.3,90.5
2021 10 16,4:19:24,29.2,90.5
2021 10 16,4:19:39,29.3,90.6
2021 10 16,4:19:55,29.3,90.5
2021 10 16,4:20:10,29.2,90.5
2021 10 16,4:20:26,29.2,90.5
2021 10 16,4:20:41,29.2,90.5
2021 10 16,4:20:57,29.2,90.5
2021 10 16,4:21:13,29.3,90.5
2021 10 16,4:21:28,29.2,90.5
2021 10 16,4:21:44,29.3,90.5
2021 10 16,4:22:04,29.2,90.5
2021 10 16,4:22:22,29.2,90.5
2021 10 16,4:22:38,29.2,90.5
2021 10 16,4:22:53,29.2,90.5
2021 10 16,4:23:09,29.2,90.5
2021 10 16,4:23:29,29.2,90.5
2021 10 16,4:23:45,29.2,90.5
2021 10 16,4:24:01,29.2,90.5
2021 10 16,4:24:16,29.2,90.5
2021 10 16,4:24:32,29.2,90.5
2021 10 16,4:24:47,29.2,90.5
2021 10 16,4:25:03,29.2,90.5
2021 10 16,4:25:18,29.2,90.5
2021 10 16,4:25:34,29.2,90.5
2021 10 16,4:25:49,29.2,90.5
2021 10 16,4:26:05,29.2,90.5
2021 10 16,4:26:20,29.2,90.5
2021 10 16,4:26:36,29.2,90.5
2021 10 16,4:26:51,29.2,90.5
2021 10 16,4:27:07,29.2,90.5
2021 10 16,4:27:23,29.2,90.5
2021 10 16,4:27:38,29.2,90.5
2021 10 16,4:27:54,29.2,90.4
2021 10 16,4:28:09,29.2,90.5
2021 10 16,4:28:25,29.2,90.5
2021 10 16,4:28:40,29.2,90.5
2021 10 16,4:28:56,29.2,90.5
2021 10 16,4:29:11,29.2,90.5
2021 10 16,4:29:27,29.2,90.5
2021 10 16,4:29:42,29.2,90.5
2021 10 16,4:29:58,29.2,90.5
2021 10 16,4:30:13,29.2,90.5
2021 10 16,4:30:29,29.2,90.5
2021 10 16,4:30:45,29.2,90.5
2021 10 16,4:31:00,29.2,90.5
2021 10 16,4:31:16,29.2,90.5
2021 10 16,4:31:34,29.2,90.5
2021 10 16,4:31:49,29.2,90.5
2021 10 16,4:32:05,29.2,90.4
2021 10 16,4:32:25,29.2,90.5
2021 10 16,4:32:41,29.2,90.4
2021 10 16,4:32:59,29.2,90.4
2021 10 16,4:33:17,29.2,90.4
2021 10 16,4:33:33,29.2,90.4
2021 10 16,4:33:51,29.2,90.4
2021 10 16,4:34:06,29.2,90.4
2021 10 16,4:34:22,29.2,90.4
2021 10 16,4:34:37,29.2,90.4
2021 10 16,4:34:55,29.2,90.4
2021 10 16,4:35:11,29.2,90.4
2021 10 16,4:35:26,29.2,90.4
2021 10 16,4:35:42,29.2,90.4
2021 10 16,4:35:58,29.2,90.4
2021 10 16,4:36:16,29.2,90.4
2021 10 16,4:36:31,29.2,90.4
2021 10 16,4:36:47,29.2,90.4
2021 10 16,4:37:02,29.2,90.4
2021 10 16,4:37:18,29.2,90.4
2021 10 16,4:37:33,29.2,90.4
2021 10 16,4:37:49,29.1,90.4
2021 10 16,4:38:04,29.2,90.4
2021 10 16,4:38:20,29.1,90.4
2021 10 16,4:38:35,29.1,90.4
2021 10 16,4:38:51,29.1,90.4
2021 10 16,4:39:06,29.2,90.4
2021 10 16,4:39:22,29.2,90.4
2021 10 16,4:39:38,29.1,90.4
2021 10 16,4:39:53,29.1,90.4
2021 10 16,4:40:09,29.1,90.4
2021 10 16,4:40:24,29.1,90.4
2021 10 16,4:40:42,29.1,90.4
2021 10 16,4:41:00,29.1,90.4
2021 10 16,4:41:16,29.1,90.4
2021 10 16,4:41:31,29.2,90.4
2021 10 16,4:41:49,29.2,90.4
2021 10 16,4:42:05,29.1,90.4
2021 10 16,4:42:21,29.2,90.4
2021 10 16,4:42:36,29.2,90.4
2021 10 16,4:42:52,29.2,90.4
2021 10 16,4:43:07,29.2,90.4
2021 10 16,4:43:23,29.1,90.4
2021 10 16,4:43:38,29.2,90.4
2021 10 16,4:43:54,29.2,90.4
2021 10 16,4:44:09,29.2,90.4
2021 10 16,4:44:25,29.2,90.4
2021 10 16,4:44:40,29.2,90.4
2021 10 16,4:44:56,29.1,90.4
2021 10 16,4:45:11,29.1,90.4
2021 10 16,4:45:27,29.2,90.4
2021 10 16,4:45:43,29.1,90.4
2021 10 16,4:45:58,29.2,90.4
2021 10 16,4:46:14,29.1,90.4
2021 10 16,4:46:29,29.1,90.4
2021 10 16,4:46:45,29.2,90.5
2021 10 16,4:47:00,29.1,90.4
2021 10 16,4:47:18,29.2,90.4
2021 10 16,4:47:34,29.1,90.4
2021 10 16,4:47:49,29.1,90.4
2021 10 16,4:48:05,29.1,90.4
2021 10 16,4:48:20,29.1,90.4
2021 10 16,4:48:36,29.1,90.4
2021 10 16,4:48:52,29.1,90.4
2021 10 16,4:49:07,29.1,90.4
2021 10 16,4:49:23,29.1,90.4
2021 10 16,4:49:38,29.1,90.4
2021 10 16,4:49:54,29.1,90.4
2021 10 16,4:50:09,29.1,90.4
2021 10 16,4:50:25,29.1,90.4
2021 10 16,4:50:40,29.2,90.4
2021 10 16,4:50:56,29.1,90.4
2021 10 16,4:51:11,29.2,90.4
2021 10 16,4:51:27,29.1,90.4
2021 10 16,4:51:42,29.1,90.4
2021 10 16,4:51:58,29.2,90.4
2021 10 16,4:52:14,29.1,90.4
2021 10 16,4:52:29,29.1,90.4
2021 10 16,4:52:47,29.1,90.4
2021 10 16,4:53:03,29.1,90.4
2021 10 16,4:53:18,29.1,90.4
2021 10 16,4:53:34,29.1,90.4
2021 10 16,4:53:49,29.1,90.5
2021 10 16,4:54:05,29.1,90.4
2021 10 16,4:54:20,29.1,90.5
2021 10 16,4:54:36,29.1,90.5
2021 10 16,4:54:51,29.1,90.5
2021 10 16,4:55:07,29.1,90.5
2021 10 16,4:55:25,29.1,90.5
2021 10 16,4:55:41,29.1,90.5
2021 10 16,4:55:56,29.1,90.5
2021 10 16,4:56:12,29.1,90.5
2021 10 16,4:56:27,29.2,90.5
2021 10 16,4:56:43,29.2,90.5
2021 10 16,4:56:58,29.2,90.5
2021 10 16,4:57:14,29.1,90.5
2021 10 16,4:57:29,29.2,90.5
2021 10 16,4:57:45,29.2,90.5
2021 10 16,4:58:00,29.1,90.5
2021 10 16,4:58:16,29.2,90.5
2021 10 16,4:58:32,29.2,90.5
2021 10 16,4:58:47,29.1,90.5
2021 10 16,4:59:03,29.1,90.5
2021 10 16,4:59:18,29.1,90.5
2021 10 16,4:59:34,29.1,90.5
2021 10 16,4:59:49,29.2,90.6
2021 10 16,5:00:05,29.1,90.5
2021 10 16,5:00:20,29.1,90.5
2021 10 16,5:00:36,29.1,90.5
2021 10 16,5:00:51,29.2,90.6
2021 10 16,5:01:09,29.1,90.5
2021 10 16,5:01:25,29.1,90.5
2021 10 16,5:01:41,29.1,90.5
2021 10 16,5:01:56,29.1,90.5
2021 10 16,5:02:12,29.1,90.5
2021 10 16,5:02:27,29.1,90.5
2021 10 16,5:02:43,29.1,90.5
2021 10 16,5:02:58,29.1,90.6
2021 10 16,5:03:14,29.1,90.5
2021 10 16,5:03:29,29.1,90.5
2021 10 16,5:03:45,29.1,90.6
2021 10 16,5:04:00,29.1,90.6
2021 10 16,5:04:16,29.1,90.6
2021 10 16,5:04:31,29.1,90.6
2021 10 16,5:04:47,29.1,90.6
2021 10 16,5:05:03,29.1,90.6
2021 10 16,5:05:18,29.1,90.6
2021 10 16,5:05:34,29.1,90.6
2021 10 16,5:05:49,29.1,90.6
2021 10 16,5:06:05,29.1,90.6
2021 10 16,5:06:20,29.1,90.6
2021 10 16,5:06:36,29.1,90.6
2021 10 16,5:06:51,29.1,90.6
2021 10 16,5:07:07,29.1,90.6
2021 10 16,5:07:22,29.1,90.6
2021 10 16,5:07:38,29.1,90.6
2021 10 16,5:07:53,29.1,90.6
